customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn
CUST01136,Male,1,Yes,No,14,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),70.52,No
CUST01137,Male,0,Yes,Yes,36,No,Yes,DSL,No internet service,Yes,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),58.65,No
CUST01138,Female,0,Yes,No,38,No,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,119.74,No
CUST01139,Female,1,Yes,No,5,No,No phone service,No,Yes,No internet service,Yes,No,No internet service,No internet service,Two year,No,Electronic check,120,No
CUST01140,Male,0,No,Yes,56,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,39.72,No
CUST01141,Female,0,No,No,18,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No,Two year,No,Credit card (automatic),78.18,Yes
CUST01142,Male,1,No,Yes,62,No,Yes,Fiber optic,No,No internet service,No,No,No,No internet service,One year,No,Credit card (automatic),74.31,No
CUST01143,Female,1,Yes,No,30,No,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,95.89,No
CUST01144,Male,1,No,Yes,9,No,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,One year,No,Mailed check,38.23,No
CUST01145,Female,0,Yes,No,66,No,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Two year,Yes,Electronic check,108.28,No
CUST01146,Female,0,Yes,No,61,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No,Two year,No,Bank transfer (automatic),42.26,Yes
CUST01147,Male,1,No,Yes,2,Yes,No phone service,No,Yes,No internet service,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),65.96,Yes
CUST01148,Female,0,Yes,Yes,17,No,Yes,No,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,35.91,Yes
CUST01149,Male,1,Yes,Yes,24,No,Yes,No,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),53.95,No
CUST01150,Male,1,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.96,No
CUST01151,Male,0,Yes,No,57,Yes,No,No,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,41.35,No
CUST01152,Male,1,Yes,No,49,Yes,No,No,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.17,No
CUST01153,Female,0,Yes,No,9,No,No,DSL,No,No internet service,No,No internet service,No internet service,No,One year,Yes,Electronic check,68.69,No
CUST01154,Female,0,No,No,20,No,Yes,No,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,120,Yes
CUST01155,Female,1,Yes,Yes,28,No,Yes,DSL,No,No internet service,No,No,Yes,Yes,Two year,No,Electronic check,63.45,No
CUST01156,Male,0,Yes,No,9,No,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),46.43,Yes
CUST01157,Female,1,Yes,Yes,12,No,Yes,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,54.27,Yes
CUST01158,Male,0,Yes,No,46,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,No,Electronic check,65.37,No
CUST01159,Female,0,No,Yes,22,No,No phone service,Fiber optic,Yes,No,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),79.36,Yes
CUST01160,Female,0,No,Yes,49,No,No phone service,No,No,No internet service,No internet service,Yes,No,No,One year,No,Credit card (automatic),57.99,Yes
CUST01161,Female,1,Yes,Yes,3,No,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,31.35,No
CUST01162,Male,0,Yes,Yes,66,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),98.01,No
CUST01163,Female,1,Yes,Yes,52,No,No phone service,Fiber optic,No internet service,No,No,No internet service,No,Yes,One year,Yes,Mailed check,106.57,No
CUST01164,Female,0,No,No,1,No,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),57.23,Yes
CUST01165,Male,0,No,Yes,67,No,No phone service,DSL,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,114.58,No
CUST01166,Female,1,No,No,64,No,Yes,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),54.86,No
CUST01167,Male,1,No,No,56,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),101.28,No
CUST01168,Female,1,Yes,Yes,69,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.51,Yes
CUST01169,Male,1,No,No,6,Yes,No,No,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),120,Yes
CUST01170,Male,1,No,No,18,No,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18,No
CUST01171,Female,0,Yes,No,43,Yes,No phone service,No,Yes,Yes,Yes,Yes,No internet service,No,Two year,Yes,Credit card (automatic),36.99,No
CUST01172,Male,0,Yes,Yes,62,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,120,No
CUST01173,Male,1,No,Yes,64,No,Yes,DSL,No,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,18.65,No
CUST01174,Male,0,No,Yes,38,No,No,Fiber optic,No internet service,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),62.58,No
CUST01175,Male,0,No,Yes,25,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Two year,No,Electronic check,54.15,No
CUST01176,Male,0,No,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,One year,No,Credit card (automatic),70.93,Yes
CUST01177,Male,1,Yes,No,11,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,77.65,Yes
CUST01178,Female,0,Yes,No,21,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),62.84,Yes
CUST01179,Male,0,No,No,13,No,No,Fiber optic,No,No internet service,No internet service,No,No,No,One year,Yes,Credit card (automatic),92.22,No
CUST01180,Male,0,No,No,29,No,Yes,DSL,No,No internet service,Yes,No,No,No internet service,Two year,No,Electronic check,112.36,No
CUST01181,Female,1,No,No,43,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No internet service,One year,No,Mailed check,52.57,No
CUST01182,Female,0,No,Yes,37,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),18,No
CUST01183,Female,0,No,No,58,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Two year,Yes,Mailed check,49.77,No
CUST01184,Female,1,Yes,No,41,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,One year,No,Mailed check,79,No
CUST01185,Female,1,Yes,No,51,No,Yes,DSL,No,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),74.86,No
CUST01186,Female,0,Yes,Yes,62,No,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,96.46,No
CUST01187,Female,0,No,No,60,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,120,Yes
CUST01188,Male,1,No,No,33,No,No phone service,DSL,No,Yes,No,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),76.35,No
CUST01189,Male,1,Yes,Yes,38,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,No,Two year,No,Credit card (automatic),57.8,No
CUST01190,Female,1,Yes,No,40,Yes,No,No,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),48.19,No
CUST01191,Male,1,No,Yes,36,No,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,64.4,No
CUST01192,Male,1,Yes,Yes,64,Yes,No,DSL,No internet service,No,No,No internet service,No,Yes,Two year,No,Mailed check,95.54,No
CUST01193,Male,1,No,No,31,No,Yes,No,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),51.89,No
CUST01194,Female,1,No,No,7,No,No phone service,DSL,No,No,Yes,No,No internet service,Yes,Two year,No,Bank transfer (automatic),87.89,Yes
CUST01195,Female,0,Yes,Yes,17,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Mailed check,37.46,Yes
CUST01196,Male,1,Yes,No,44,Yes,No,No,Yes,No,No,No internet service,No,No,Two year,No,Mailed check,69.44,Yes
CUST01197,Female,1,Yes,No,32,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),23.52,No
CUST01198,Male,0,No,Yes,4,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Electronic check,52.97,No
CUST01199,Male,1,No,Yes,35,No,Yes,No,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),114.34,No
CUST01200,Male,1,Yes,No,22,No,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,One year,No,Mailed check,77.82,Yes
CUST01201,Male,0,No,Yes,39,No,No phone service,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),66,No
CUST01202,Female,1,No,No,4,No,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,One year,No,Mailed check,78.11,Yes
CUST01203,Female,0,No,No,33,No,No phone service,No,No,No internet service,No,Yes,No,Yes,Two year,Yes,Electronic check,85.43,No
CUST01204,Female,0,Yes,No,23,Yes,No,No,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,79.73,No
CUST01205,Male,0,No,No,16,No,No,DSL,No internet service,Yes,No,No internet service,No,Yes,One year,No,Mailed check,76.85,No
CUST01206,Female,0,Yes,Yes,70,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.08,No
CUST01207,Male,1,Yes,No,21,Yes,No,No,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.63,No
CUST01208,Female,0,No,Yes,14,No,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),91.8,No
CUST01209,Male,0,Yes,No,14,No,No phone service,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.74,No
CUST01210,Male,1,No,No,24,No,No,No,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),80.96,Yes
CUST01211,Male,0,Yes,Yes,52,No,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,100.23,No
CUST01212,Female,0,Yes,No,20,No,No phone service,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),39.08,Yes
CUST01213,Female,0,No,Yes,65,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),50.31,No
CUST01214,Female,0,Yes,Yes,31,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,65.39,No
CUST01215,Female,1,Yes,No,20,No,Yes,DSL,No internet service,Yes,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),43.39,No
CUST01216,Male,0,Yes,No,67,No,Yes,Fiber optic,No internet service,Yes,No,No,No,No internet service,One year,No,Bank transfer (automatic),42.91,No
CUST01217,Female,1,No,No,43,No,No,No,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),54,No
CUST01218,Female,1,No,No,65,No,No,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,Two year,No,Electronic check,46.87,No
CUST01219,Male,0,Yes,Yes,13,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No,Two year,Yes,Mailed check,84.59,No
CUST01220,Male,0,Yes,No,14,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,72.35,No
CUST01221,Male,0,Yes,No,19,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,One year,No,Electronic check,26.6,Yes
CUST01222,Female,0,No,No,33,No,No,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),120,No
CUST01223,Male,1,No,No,35,No,No phone service,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,61.05,No
CUST01224,Male,1,Yes,No,8,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Two year,No,Mailed check,67.92,Yes
CUST01225,Male,1,No,Yes,70,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),54.3,No
CUST01226,Female,0,No,No,29,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),69.67,No
CUST01227,Male,1,No,Yes,62,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,42.8,No
CUST01228,Female,0,No,No,34,No,No,No,No,Yes,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,29.4,No
CUST01229,Female,0,Yes,No,12,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),60.03,No
CUST01230,Male,0,No,No,45,No,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),113.03,Yes
CUST01231,Male,0,No,Yes,55,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,No,Two year,No,Bank transfer (automatic),86.89,No
CUST01232,Female,0,Yes,No,8,No,No,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),106.55,No
CUST01233,Male,1,Yes,Yes,35,No,Yes,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),52.75,No
CUST01234,Male,1,No,Yes,2,No,No,No,No internet service,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,45.51,Yes
CUST01235,Female,0,No,No,18,No,No,No,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,54.54,No
CUST01236,Female,1,Yes,Yes,27,Yes,No,DSL,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.41,Yes
CUST01237,Male,0,Yes,No,22,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,Yes,One year,No,Electronic check,100.61,No
CUST01238,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),61.71,No
CUST01239,Male,0,No,Yes,13,No,No,DSL,No,No internet service,No internet service,No,No internet service,Yes,Two year,No,Bank transfer (automatic),27.87,No
CUST01240,Male,1,No,No,45,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),99.22,Yes
CUST01241,Male,0,Yes,No,14,No,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,103.3,Yes
CUST01242,Female,0,No,Yes,66,Yes,No,No,Yes,No,No internet service,No,No,Yes,One year,Yes,Mailed check,85.34,Yes
CUST01243,Male,1,Yes,Yes,14,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),112.86,No
CUST01244,Male,1,No,Yes,50,No,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),18,No
CUST01245,Male,1,Yes,Yes,7,No,Yes,No,No,Yes,Yes,No internet service,No,Yes,Two year,No,Mailed check,42.3,No
CUST01246,Female,0,Yes,Yes,68,No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,70.62,No
CUST01247,Female,0,No,Yes,61,Yes,No phone service,DSL,Yes,No,No internet service,No,No,No,One year,No,Mailed check,38.27,Yes
CUST01248,Female,1,No,No,50,No,Yes,DSL,No internet service,No internet service,No,No,No internet service,No internet service,One year,No,Credit card (automatic),97.52,No
CUST01249,Female,0,No,Yes,62,Yes,Yes,No,No,No internet service,No,No internet service,No,No,One year,No,Credit card (automatic),34.72,Yes
CUST01250,Female,1,No,Yes,67,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),110.34,No
CUST01251,Male,1,No,No,15,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,44.53,No
CUST01252,Female,0,No,No,23,No,No phone service,No,Yes,Yes,No internet service,No,No,Yes,Two year,Yes,Electronic check,111.99,Yes
CUST01253,Female,0,Yes,Yes,5,Yes,Yes,DSL,Yes,No,No,No,No,No internet service,One year,Yes,Electronic check,45.27,Yes
CUST01254,Female,1,No,Yes,56,No,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Two year,No,Electronic check,18,No
CUST01255,Male,1,Yes,No,30,No,Yes,No,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),74.24,No
CUST01256,Female,1,Yes,Yes,5,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No,One year,Yes,Electronic check,90.43,No
CUST01257,Female,1,No,Yes,28,Yes,Yes,No,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,38.86,No
CUST01258,Male,0,Yes,No,66,Yes,Yes,No,No,No internet service,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),117.55,No
CUST01259,Female,1,Yes,Yes,2,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),111.06,Yes
CUST01260,Male,1,No,No,27,No,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),64.7,Yes
CUST01261,Male,1,No,Yes,47,No,Yes,DSL,No,No internet service,No,No,No internet service,Yes,One year,No,Mailed check,79.55,No
CUST01262,Male,0,No,No,9,No,Yes,No,Yes,No internet service,No,Yes,Yes,No,Two year,Yes,Electronic check,70.47,Yes
CUST01263,Male,0,Yes,No,32,No,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Mailed check,89.67,No
CUST01264,Male,1,No,No,66,No,No phone service,No,No internet service,Yes,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,95.54,No
CUST01265,Female,0,No,Yes,68,No,No phone service,DSL,No,No internet service,No internet service,Yes,No,No,One year,No,Bank transfer (automatic),20.31,No
CUST01266,Male,0,No,No,11,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,120,No
CUST01267,Male,0,No,Yes,56,No,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,105.61,No
CUST01268,Female,1,Yes,No,43,No,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,38.62,No
CUST01269,Male,1,No,No,12,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),113.56,No
CUST01270,Female,0,Yes,No,23,Yes,No phone service,No,No,No,No,No,Yes,No,Two year,No,Mailed check,120,No
CUST01271,Female,1,No,Yes,43,No,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.55,No
CUST01272,Female,1,Yes,Yes,56,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),90.62,Yes
CUST01273,Male,0,Yes,No,15,Yes,No phone service,No,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),97.57,No
CUST01274,Male,0,Yes,Yes,20,Yes,Yes,No,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,80.95,No
CUST01275,Male,1,No,Yes,50,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,105.11,No
CUST01276,Female,0,Yes,Yes,20,No,No,DSL,Yes,Yes,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),75.99,Yes
CUST01277,Male,1,No,No,59,Yes,No phone service,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,84.84,No
CUST01278,Male,1,No,Yes,50,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),18,Yes
CUST01279,Male,0,No,No,20,Yes,No phone service,No,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,50.3,No
CUST01280,Female,1,No,No,5,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),107.96,No
CUST01281,Female,1,No,No,72,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,No,Two year,No,Mailed check,49.12,No
CUST01282,Male,0,Yes,Yes,64,No,Yes,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),68.3,Yes
CUST01283,Male,0,No,No,57,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),36.12,No
CUST01284,Male,0,Yes,Yes,5,No,No,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50.08,Yes
CUST01285,Male,1,Yes,Yes,64,Yes,Yes,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,80.15,No
CUST01286,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,65.84,No
CUST01287,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,18,Yes
CUST01288,Female,0,Yes,No,2,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,47.32,No
CUST01289,Female,0,Yes,Yes,41,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),111.8,No
CUST01290,Male,1,Yes,Yes,61,No,No,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),102.09,No
CUST01291,Male,1,No,No,5,No,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,70.96,Yes
CUST01292,Male,0,Yes,No,5,No,No,No,No,No,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,80.08,Yes
CUST01293,Female,1,No,Yes,62,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,50.61,No
CUST01294,Male,0,Yes,Yes,19,No,No,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,111.57,Yes
CUST01295,Female,0,Yes,No,20,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,62.12,No
CUST01296,Female,1,Yes,Yes,1,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,No,Electronic check,33.05,Yes
CUST01297,Male,1,Yes,Yes,55,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,Yes,One year,No,Bank transfer (automatic),18.94,No
CUST01298,Male,0,No,Yes,9,No,No phone service,Fiber optic,No,No,No internet service,Yes,No,No,One year,Yes,Mailed check,18,Yes
CUST01299,Male,0,No,Yes,69,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,One year,No,Mailed check,46.22,No
CUST01300,Female,1,No,Yes,22,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,119.41,Yes
CUST01301,Male,0,Yes,Yes,29,No,No,DSL,No,Yes,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),120,No
CUST01302,Female,1,Yes,No,36,Yes,No,DSL,Yes,No,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),102.06,No
CUST01303,Male,0,Yes,Yes,54,Yes,No phone service,DSL,No,Yes,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),18,No
CUST01304,Female,0,No,No,48,No,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.55,Yes
CUST01305,Female,1,Yes,No,33,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,Yes,One year,No,Mailed check,36.71,No
CUST01306,Male,1,No,Yes,43,No,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,61.41,No
CUST01307,Female,1,No,No,21,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No internet service,Two year,No,Credit card (automatic),44.77,No
CUST01308,Female,1,Yes,No,30,No,No phone service,No,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,88.69,No
CUST01309,Male,1,Yes,No,6,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,61.44,No
CUST01310,Female,1,No,Yes,20,No,Yes,DSL,No,No internet service,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),96.24,No
CUST01311,Male,1,No,No,15,Yes,Yes,No,Yes,No internet service,Yes,No,No internet service,Yes,One year,Yes,Mailed check,87.86,No
CUST01312,Female,0,No,Yes,19,No,Yes,No,No internet service,No,No internet service,Yes,No,No,One year,No,Electronic check,109.32,No
CUST01313,Male,0,Yes,No,42,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,No,One year,No,Credit card (automatic),48.1,Yes
CUST01314,Male,0,Yes,No,43,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No,Yes,Two year,No,Mailed check,98.6,No
CUST01315,Female,1,Yes,No,46,No,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Two year,No,Mailed check,47.39,No
CUST01316,Female,1,Yes,No,18,Yes,No phone service,No,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),68.35,Yes
CUST01317,Female,1,Yes,Yes,47,No,No phone service,No,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,44.95,Yes
CUST01318,Female,0,Yes,No,68,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),80.63,No
CUST01319,Female,1,No,No,10,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),109.75,No
CUST01320,Male,1,No,Yes,28,No,No phone service,No,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),105.11,Yes
CUST01321,Female,0,No,Yes,44,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),80.79,No
CUST01322,Male,1,Yes,Yes,67,No,No,DSL,No internet service,No,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,65.78,No
CUST01323,Male,0,No,No,35,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.46,No
